"name","type","class","exported","generic","args","package","priority","Rversion"
".First.lib","closure","","TRUE","FALSE","(lib, pkg) ","KernSmooth","NA","1.3.0"
"bkde","closure","","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401, range.x, truncate = TRUE) ","KernSmooth","NA","1.3.0"
"bkde2D","closure","","TRUE","FALSE","(x, bandwidth, gridsize = c(51, 51), range.x, truncate = TRUE) ","KernSmooth","NA","1.3.0"
"bkfe","closure","","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","NA","1.3.0"
"blkest","closure","","TRUE","FALSE","(x, y, Nval, q) ","KernSmooth","NA","1.3.0"
"cpblock","closure","","TRUE","FALSE","(X, Y, Nmax, q) ","KernSmooth","NA","1.3.0"
"dpih","closure","","TRUE","FALSE","(x, scalest = ""minim"", level = 2, gridsize = 401, range.x = range(x),     truncate = TRUE) ","KernSmooth","NA","1.3.0"
"dpik","closure","","TRUE","FALSE","(x, scalest = ""minim"", level = 2, kernel = ""normal"",     canonical = FALSE, gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","NA","1.3.0"
"dpill","closure","","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","NA","1.3.0"
"linbin","closure","","TRUE","FALSE","(X, gpoints, truncate = TRUE) ","KernSmooth","NA","1.3.0"
"linbin2D","closure","","TRUE","FALSE","(X, gpoints1, gpoints2) ","KernSmooth","NA","1.3.0"
"locpoly","closure","","TRUE","FALSE","(x, y, drv = 0, degree, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","NA","1.3.0"
"rlbin","closure","","TRUE","FALSE","(X, Y, gpoints, truncate = TRUE) ","KernSmooth","NA","1.3.0"
"sdiag","closure","","TRUE","FALSE","(x, drv = 0, degree = 1, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","NA","1.3.0"
"sstdiag","closure","","TRUE","FALSE","(x, drv = 0, degree = 1, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","NA","1.3.0"
".First.lib","closure","","TRUE","FALSE","(lib, pkg) ","MASS","NA","1.3.0"
".rat","closure","","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000) ","MASS","NA","1.3.0"
"Math.fractions","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.0"
"Null","closure","","TRUE","FALSE","(M) ","MASS","NA","1.3.0"
"Ops.fractions","closure","","TRUE","FALSE","(e1, e2) ","MASS","NA","1.3.0"
"Shepard","closure","","TRUE","FALSE","(d, x) ","MASS","NA","1.3.0"
"Summary.fractions","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.0"
"[.fractions","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.0"
"[<-.fractions","closure","","TRUE","FALSE","(x, ..., value) ","MASS","NA","1.3.0"
"addterm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.0"
"addterm.default","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq""),     k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.3.0"
"addterm.glm","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.3.0"
"addterm.lm","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, ...) ","MASS","NA","1.3.0"
"addterm.mlm","closure","","TRUE","FALSE","(...) ","MASS","NA","1.3.0"
"addterm.negbin","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.0"
"addterm.survreg","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.0"
"anova.loglm","closure","","TRUE","FALSE","(object, ..., test = c(""Chisq"", ""chisq"", ""LR"")) ","MASS","NA","1.3.0"
"anova.negbin","closure","","TRUE","FALSE","(object, ..., test = ""Chisq"") ","MASS","NA","1.3.0"
"area","closure","","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","NA","1.3.0"
"as.character.fractions","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.0"
"as.fractions","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.0"
"bandwidth.nrd","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.0"
"bcv","closure","","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","NA","1.3.0"
"biplot.bdr","closure","","TRUE","FALSE","(obs, bivars, col, cex = rep(par(""cex""), 2), olab = NULL,     vlab = NULL, xlim = NULL, ylim = NULL, ...) ","MASS","NA","1.3.0"
"biplot.correspondence","closure","","TRUE","FALSE","(obj, type = c(""symmetric"", ""rows"", ""columns""), ...) ","MASS","NA","1.3.0"
