"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401, range.x, truncate = TRUE) ","KernSmooth","recommended","1.8.0",FALSE
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51, 51), range.x, truncate = TRUE) ","KernSmooth","recommended","1.8.0",FALSE
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","recommended","1.8.0",FALSE
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, gridsize = 401, range.x = range(x),     truncate = TRUE) ","KernSmooth","recommended","1.8.0",FALSE
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, kernel = ""normal"",     canonical = FALSE, gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","1.8.0",FALSE
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","1.8.0",FALSE
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0, degree, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","recommended","1.8.0",FALSE
"Aids2","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"Animals","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"Boston","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"Cars93","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"Cushings","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"DDT","double","numeric","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"GAGurine","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"Insurance","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
"MASS.data.load","closure","function","TRUE","FALSE","(i) ","MASS","recommended","1.8.0",FALSE
"Melanoma","list","data.frame","TRUE","FALSE","NA","MASS","recommended","1.8.0",FALSE
