"name","type","class","exported","generic","args","package","priority","Rversion"
".Depends","character","character","FALSE","FALSE","NA","KernSmooth","recommended","3.2.0"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401L, range.x, truncate = TRUE) ","KernSmooth","recommended","3.2.0"
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51L, 51L), range.x, truncate = TRUE) ","KernSmooth","recommended","3.2.0"
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401L, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","recommended","3.2.0"
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, gridsize = 401L,     range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.2.0"
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, kernel = ""normal"",     canonical = FALSE, gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.2.0"
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.2.0"
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0L, degree, kernel = ""normal"", bandwidth,     gridsize = 401L, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","recommended","3.2.0"
".Depends","character","character","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Aids2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Animals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Boston","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Cars93","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Cushings","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"DDT","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Null","closure","function","TRUE","FALSE","(M) ","MASS","recommended","3.2.0"
"OME","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","3.2.0"
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.2.0"
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","3.2.0"
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","3.2.0"
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","3.2.0"
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","3.2.0"
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.2.0"
"cabbages","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"caith","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"cats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"cement","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"chem","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","3.2.0"
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE, sparse = FALSE) ","MASS","recommended","3.2.0"
"coop","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.2.0"
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","3.2.0"
