"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401, range.x, truncate = TRUE) ","KernSmooth","recommended","2.1.0",FALSE
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51, 51), range.x, truncate = TRUE) ","KernSmooth","recommended","2.1.0",FALSE
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","recommended","2.1.0",FALSE
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, gridsize = 401, range.x = range(x),     truncate = TRUE) ","KernSmooth","recommended","2.1.0",FALSE
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, kernel = ""normal"",     canonical = FALSE, gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","2.1.0",FALSE
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","2.1.0",FALSE
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0, degree, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","recommended","2.1.0",FALSE
"Aids2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Animals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Boston","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Cars93","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Cushings","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"DDT","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Null","closure","function","TRUE","FALSE","(M) ","MASS","recommended","2.1.0",FALSE
"OME","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","2.1.0",FALSE
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.1.0",FALSE
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","2.1.0",FALSE
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.1.0",FALSE
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.1.0",FALSE
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.1.0",FALSE
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.1.0",FALSE
"cabbages","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"caith","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"cats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"cement","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"chem","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.1.0",FALSE
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE) ","MASS","recommended","2.1.0",FALSE
"coop","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.1.0",FALSE
"cov.mcd","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.1.0",FALSE
"cov.mve","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.1.0",FALSE
"cov.rob","closure","function","TRUE","FALSE","(x, cor = FALSE, quantile.used = floor((n + p + 1)/2),     method = c(""mve"", ""mcd"", ""classical""), nsamp = ""best"", seed) ","MASS","recommended","2.1.0",FALSE
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","recommended","2.1.0",FALSE
"cpus","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"crabs","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"deaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.1.0",FALSE
"denumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.1.0",FALSE
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","recommended","2.1.0",FALSE
"drivers","double","ts","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.1.0",FALSE
"eagles","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","recommended","2.1.0",FALSE
"epil","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, xlim = range(x[is.finite(x)]),     ylim = range(y[is.finite(y)]), xlab, ylab, ...) ","MASS","recommended","2.1.0",FALSE
"farms","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","recommended","2.1.0",FALSE
"fgl","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","recommended","2.1.0",FALSE
"forbes","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.1.0",FALSE
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","recommended","2.1.0",FALSE
"galaxies","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.1.0",FALSE
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.1.0",FALSE
"gehan","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"genotype","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"geyser","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"gilgais","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","recommended","2.1.0",FALSE
"glm.convert","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.1.0",FALSE
"glm.nb","closure","function","TRUE","FALSE","(formula, data, weights, subset, na.action, start = NULL,     etastart, control = glm.control(...), method = ""glm.fit"",     model = TRUE, x = FALSE, y = TRUE, contrasts = NULL, ...,     init.theta, link = log) ","MASS","recommended","2.1.0",FALSE
"glmmPQL","closure","function","TRUE","FALSE","(fixed, random, family, data, correlation, weights,     control, niter = 10, verbose = TRUE, ...) ","MASS","recommended","2.1.0",FALSE
"hills","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.1.0",FALSE
"hist.FD","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.1.0",FALSE
"hist.scott","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.1.0",FALSE
