"name","type","class","exported","generic","args","package","Rversion"
".Depends","character","character","FALSE","FALSE","NA","KernSmooth","3.4.1"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401L, range.x, truncate = TRUE) ","KernSmooth","3.4.1"
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51L, 51L), range.x, truncate = TRUE) ","KernSmooth","3.4.1"
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401L, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","3.4.1"
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, gridsize = 401L,     range.x = range(x), truncate = TRUE) ","KernSmooth","3.4.1"
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, kernel = ""normal"",     canonical = FALSE, gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","3.4.1"
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","3.4.1"
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0L, degree, kernel = ""normal"", bandwidth,     gridsize = 401L, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","3.4.1"
".Depends","character","character","FALSE","FALSE","NA","MASS","3.4.1"
"Aids2","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Animals","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Boston","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Cars93","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Cushings","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"DDT","double","numeric","FALSE","FALSE","NA","MASS","3.4.1"
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Null","closure","function","TRUE","FALSE","(M) ","MASS","3.4.1"
"OME","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"SP500","double","numeric","FALSE","FALSE","NA","MASS","3.4.1"
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","3.4.1"
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"VA","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"abbey","double","numeric","FALSE","FALSE","NA","MASS","3.4.1"
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","3.4.1"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","3.4.1"
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","3.4.1"
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","3.4.1"
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","3.4.1"
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","3.4.1"
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","3.4.1"
"cabbages","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"caith","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"cats","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"cement","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"chem","double","numeric","FALSE","FALSE","NA","MASS","3.4.1"
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","3.4.1"
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE, sparse = FALSE) ","MASS","3.4.1"
"coop","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","3.4.1"
"cov.mcd","closure","function","TRUE","FALSE","(...) ","MASS","3.4.1"
"cov.mve","closure","function","TRUE","FALSE","(...) ","MASS","3.4.1"
"cov.rob","closure","function","TRUE","FALSE","(x, cor = FALSE, quantile.used = floor((n + p + 1)/2),     method = c(""mve"", ""mcd"", ""classical""), nsamp = ""best"", seed) ","MASS","3.4.1"
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","3.4.1"
"cpus","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"crabs","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"deaths","double","ts","FALSE","FALSE","NA","MASS","3.4.1"
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","3.4.1"
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","3.4.1"
"drivers","double","ts","FALSE","FALSE","NA","MASS","3.4.1"
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","3.4.1"
"eagles","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","3.4.1"
"epil","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, ...) ","MASS","3.4.1"
"farms","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","3.4.1"
"fgl","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","3.4.1"
"forbes","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"fractions","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","3.4.1"
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","3.4.1"
"galaxies","double","numeric","FALSE","FALSE","NA","MASS","3.4.1"
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","3.4.1"
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","3.4.1"
"gehan","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"genotype","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"geyser","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"gilgais","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","3.4.1"
"glm.convert","closure","function","TRUE","FALSE","(object) ","MASS","3.4.1"
"glm.nb","closure","function","TRUE","FALSE","(formula, data, weights, subset, na.action, start = NULL,     etastart, mustart, control = glm.control(...), method = ""glm.fit"",     model = TRUE, x = FALSE, y = TRUE, contrasts = NULL, ...,     init.theta, link = log) ","MASS","3.4.1"
"glmmPQL","closure","function","TRUE","FALSE","(fixed, random, family, data, correlation, weights,     control, niter = 10, verbose = TRUE, ...) ","MASS","3.4.1"
"hills","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"hist.FD","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","3.4.1"
"hist.scott","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","3.4.1"
"housing","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"huber","closure","function","TRUE","FALSE","(y, k = 1.5, tol = 1e-06) ","MASS","3.4.1"
"hubers","closure","function","TRUE","FALSE","(y, k = 1.5, mu, s, initmu = median(y), tol = 1e-06) ","MASS","3.4.1"
"immer","list","data.frame","FALSE","FALSE","NA","MASS","3.4.1"
"is.fractions","closure","function","TRUE","FALSE","(f) ","MASS","3.4.1"
"isoMDS","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, maxit = 50, trace = TRUE,     tol = 0.001, p = 2) ","MASS","3.4.1"
"kde2d","closure","function","TRUE","FALSE","(x, y, h, n = 25, lims = c(range(x), range(y))) ","MASS","3.4.1"
"lda","closure","function","TRUE","FALSE","(x, ...) ","MASS","3.4.1"
