"name","type","class","exported","generic","args","package","priority","Rversion"
"!","builtin","","TRUE","NA","","base","NA","0.61.0"
"!=","builtin","","TRUE","NA","","base","NA","0.61.0"
"$","special","","TRUE","NA","","base","NA","0.61.0"
"$<-","special","","TRUE","NA","","base","NA","0.61.0"
"%%","builtin","","TRUE","NA","","base","NA","0.61.0"
"%*%","builtin","","TRUE","NA","","base","NA","0.61.0"
"%/%","builtin","","TRUE","NA","","base","NA","0.61.0"
"%in%","closure","","TRUE","FALSE","(x, y) ","base","NA","0.61.0"
"%o%","closure","","TRUE","FALSE","(x, y, FUN = ""*"", ...) ","base","NA","0.61.0"
"&","builtin","","TRUE","NA","","base","NA","0.61.0"
"&&","special","","TRUE","NA","","base","NA","0.61.0"
"(","builtin","","TRUE","NA","","base","NA","0.61.0"
"*","builtin","","TRUE","NA","","base","NA","0.61.0"
"+","builtin","","TRUE","NA","","base","NA","0.61.0"
"-","builtin","","TRUE","NA","","base","NA","0.61.0"
".AutoloadEnv","environment","","TRUE","FALSE","NA","base","NA","0.61.0"
".C","builtin","","TRUE","NA","","base","NA","0.61.0"
".First","closure","","TRUE","FALSE","() ","base","NA","0.61.0"
".Fortran","builtin","","TRUE","NA","","base","NA","0.61.0"
".GlobalEnv","environment","","TRUE","FALSE","NA","base","NA","0.61.0"
".Internal","special","","TRUE","NA","","base","NA","0.61.0"
".Last.value","NULL","","TRUE","FALSE","NA","base","NA","0.61.0"
".Library","character","","TRUE","FALSE","NA","base","NA","0.61.0"
".Machine","list","","TRUE","FALSE","NA","base","NA","0.61.0"
".Options","list","","TRUE","FALSE","NA","base","NA","0.61.0"
".Pars","character","","TRUE","FALSE","NA","base","NA","0.61.0"
".PostScript.Options","list","","TRUE","FALSE","NA","base","NA","0.61.0"
".format.Internal","builtin","","TRUE","NA","","base","NA","0.61.0"
".lib.loc","character","","TRUE","FALSE","NA","base","NA","0.61.0"
".not.yet.implemented","closure","","TRUE","FALSE","() ","base","NA","0.61.0"
".packages","closure","","TRUE","FALSE","() ","base","NA","0.61.0"
"/","builtin","","TRUE","NA","","base","NA","0.61.0"
":","builtin","","TRUE","NA","","base","NA","0.61.0"
"<","builtin","","TRUE","NA","","base","NA","0.61.0"
"<-","special","","TRUE","NA","","base","NA","0.61.0"
"<<-","special","","TRUE","NA","","base","NA","0.61.0"
"<=","builtin","","TRUE","NA","","base","NA","0.61.0"
"==","builtin","","TRUE","NA","","base","NA","0.61.0"
">","builtin","","TRUE","NA","","base","NA","0.61.0"
">=","builtin","","TRUE","NA","","base","NA","0.61.0"
"Arg","builtin","","TRUE","NA","","base","NA","0.61.0"
"Conj","builtin","","TRUE","NA","","base","NA","0.61.0"
"D","builtin","","TRUE","NA","","base","NA","0.61.0"
"F","logical","","TRUE","FALSE","NA","base","NA","0.61.0"
"Gamma","closure","","TRUE","FALSE","(link = ""inverse"") ","base","NA","0.61.0"
"I","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"IQR","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"Im","builtin","","TRUE","NA","","base","NA","0.61.0"
"LETTERS","character","","TRUE","FALSE","NA","base","NA","0.61.0"
"Machine","builtin","","TRUE","NA","","base","NA","0.61.0"
"Mod","builtin","","TRUE","NA","","base","NA","0.61.0"
"NCOL","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"NROW","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"NextMethod","closure","","TRUE","FALSE","(generic = NULL, object = NULL, ...) ","base","NA","0.61.0"
"Re","builtin","","TRUE","NA","","base","NA","0.61.0"
"Recall","closure","","TRUE","FALSE","(...) ","base","NA","0.61.0"
"T","logical","","TRUE","FALSE","NA","base","NA","0.61.0"
"UseMethod","special","","TRUE","NA","","base","NA","0.61.0"
"Version","builtin","","TRUE","NA","","base","NA","0.61.0"
"[","special","","TRUE","NA","","base","NA","0.61.0"
"[.data.frame","special","","TRUE","NA","","base","NA","0.61.0"
"[.formula","closure","","TRUE","FALSE","(x, i) ","base","NA","0.61.0"
"[.noquote","closure","","TRUE","FALSE","(x, subs) ","base","NA","0.61.0"
"[.ts","closure","","TRUE","FALSE","(x, i, j, drop = T) ","base","NA","0.61.0"
"[<-","special","","TRUE","NA","","base","NA","0.61.0"
"[<-.data.frame","special","","TRUE","NA","","base","NA","0.61.0"
"[[","special","","TRUE","NA","","base","NA","0.61.0"
"[[.data.frame","special","","TRUE","NA","","base","NA","0.61.0"
"[[<-","special","","TRUE","NA","","base","NA","0.61.0"
"[[<-.data.frame","special","","TRUE","NA","","base","NA","0.61.0"
"^","builtin","","TRUE","NA","","base","NA","0.61.0"
"abbreviate","closure","","TRUE","FALSE","(names.arg, minlength = 4, use.classes = T, dot = F) ","base","NA","0.61.0"
"abline","closure","","TRUE","FALSE","(a = NULL, b = NULL, h = NULL, v = NULL, reg = NULL,         coef = NULL, col = par(""col""), lty = par(""lty""), ...) ","base","NA","0.61.0"
"abs","builtin","","TRUE","NA","","base","NA","0.61.0"
"acos","builtin","","TRUE","NA","","base","NA","0.61.0"
"acosh","builtin","","TRUE","NA","","base","NA","0.61.0"
"all","closure","","TRUE","FALSE","(..., na.rm = FALSE) ","base","NA","0.61.0"
"all.names","closure","","TRUE","FALSE","(expr, functions = TRUE, max.names = 200, unique = FALSE) ","base","NA","0.61.0"
"all.vars","closure","","TRUE","FALSE","(expr, functions = FALSE, max.names = 200, unique = TRUE) ","base","NA","0.61.0"
"anova","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.0"
"anova.glm","closure","","TRUE","FALSE","(object, ..., test = NULL, na.action = na.omit) ","base","NA","0.61.0"
"anova.glm.null","closure","","TRUE","FALSE","(object, ..., test = NULL, na.action = na.omit) ","base","NA","0.61.0"
"anova.glmlist","closure","","TRUE","FALSE","(object, na.action = na.omit, test = NULL) ","base","NA","0.61.0"
"anova.lm","closure","","TRUE","FALSE","(object, ...) ","base","NA","0.61.0"
"anova.lm.null","closure","","TRUE","FALSE","(object, ...) ","base","NA","0.61.0"
"anovalist.lm","closure","","TRUE","FALSE","(object, ..., test = NULL) ","base","NA","0.61.0"
"any","closure","","TRUE","FALSE","(..., na.rm = FALSE) ","base","NA","0.61.0"
"any.data.frame","builtin","","TRUE","NA","","base","NA","0.61.0"
"aperm","closure","","TRUE","FALSE","(a, perm, resize = TRUE) ","base","NA","0.61.0"
"append","closure","","TRUE","FALSE","(x, values, after = length(x)) ","base","NA","0.61.0"
"apply","closure","","TRUE","FALSE","(X, MARGIN, FUN, ...) ","base","NA","0.61.0"
"approx","closure","","TRUE","FALSE","(x, y = NULL, xout, method = ""linear"", n = 50, yleft,         yright, rule = 1, f = 0) ","base","NA","0.61.0"
"approxfun","closure","","TRUE","FALSE","(x, y = NULL, method = ""linear"", yleft, yright, rule = 1,         f = 0) ","base","NA","0.61.0"
"apropos","closure","","TRUE","FALSE","(pattern, where = FALSE) ","base","NA","0.61.0"
"args","builtin","","TRUE","NA","","base","NA","0.61.0"
"array","closure","","TRUE","FALSE","(data = NA, dim = length(data), dimnames = NULL) ","base","NA","0.61.0"
"arrows","closure","","TRUE","FALSE","(x0, y0, x1, y1, length = 0.25, angle = 30, code = 2,         col = par(""fg""), lty = NULL, xpd = FALSE) ","base","NA","0.61.0"
"as.array","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.call","builtin","","TRUE","NA","","base","NA","0.61.0"
"as.char.or.expr","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.character","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.complex","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.data.frame","closure","","TRUE","FALSE","(x, row.names = NULL, optional = F, ...) ","base","NA","0.61.0"
"as.data.frame.default","closure","","TRUE","FALSE","(x, row.names = NULL, optional = F, ...) ","base","NA","0.61.0"
"as.double","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.expression","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.factor","closure","","TRUE","FALSE","(x, ordered = FALSE) ","base","NA","0.61.0"
"as.formula","closure","","TRUE","FALSE","(object) ","base","NA","0.61.0"
"as.function","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.integer","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.list","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.logical","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
"as.matrix","closure","","TRUE","FALSE","(x) ","base","NA","0.61.0"
