"name","type","class","exported","generic","args","package","Rversion"
"!","builtin","","TRUE","NA","","base","1.2.2"
"!=","builtin","","TRUE","NA","","base","1.2.2"
"$","special","","TRUE","NA","","base","1.2.2"
"$<-","special","","TRUE","NA","","base","1.2.2"
"%%","builtin","","TRUE","NA","","base","1.2.2"
"%*%","builtin","","TRUE","NA","","base","1.2.2"
"%/%","builtin","","TRUE","NA","","base","1.2.2"
"%in%","closure","","TRUE","FALSE","(x, table) ","base","1.2.2"
"%o%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", ...) ","base","1.2.2"
"%x%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", make.dimnames = FALSE, ...) ","base","1.2.2"
"&","builtin","","TRUE","NA","","base","1.2.2"
"&&","special","","TRUE","NA","","base","1.2.2"
"(","builtin","","TRUE","NA","","base","1.2.2"
"*","builtin","","TRUE","NA","","base","1.2.2"
"+","builtin","","TRUE","NA","","base","1.2.2"
"+.POSIXct","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.2"
"+.POSIXlt","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.2"
"-","builtin","","TRUE","NA","","base","1.2.2"
"-.POSIXct","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.2"
"-.POSIXlt","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.2"
".Alias","builtin","","TRUE","NA","","base","1.2.2"
".AutoloadEnv","environment","","TRUE","FALSE","NA","base","1.2.2"
".C","builtin","","TRUE","NA","","base","1.2.2"
".Call","builtin","","TRUE","NA","","base","1.2.2"
".Call.graphics","builtin","","TRUE","NA","","base","1.2.2"
".Defunct","closure","","TRUE","FALSE","() ","base","1.2.2"
".Deprecated","closure","","TRUE","FALSE","(new) ","base","1.2.2"
".Device","character","","TRUE","FALSE","NA","base","1.2.2"
".Devices","pairlist","","TRUE","FALSE","NA","base","1.2.2"
".External","builtin","","TRUE","NA","","base","1.2.2"
".External.graphics","builtin","","TRUE","NA","","base","1.2.2"
".First","closure","","TRUE","FALSE","() ","base","1.2.2"
".Fortran","builtin","","TRUE","NA","","base","1.2.2"
".GlobalEnv","environment","","TRUE","FALSE","NA","base","1.2.2"
".Internal","special","","TRUE","NA","","base","1.2.2"
".Last.value","character","","TRUE","FALSE","NA","base","1.2.2"
".Library","character","","TRUE","FALSE","NA","base","1.2.2"
".Machine","list","","TRUE","FALSE","NA","base","1.2.2"
".NotYetImplemented","closure","","TRUE","FALSE","() ","base","1.2.2"
".NotYetUsed","closure","","TRUE","FALSE","(arg, error = TRUE) ","base","1.2.2"
".Options","pairlist","","TRUE","FALSE","NA","base","1.2.2"
".Pars","character","","TRUE","FALSE","NA","base","1.2.2"
".Pars.readonly","character","","TRUE","FALSE","NA","base","1.2.2"
".Platform","list","","TRUE","FALSE","NA","base","1.2.2"
".PostScript.Options","list","","TRUE","FALSE","NA","base","1.2.2"
".Primitive","builtin","","TRUE","NA","","base","1.2.2"
".leap.seconds","double","POSIXct","TRUE","FALSE","NA","base","1.2.2"
".lib.loc","character","","TRUE","FALSE","NA","base","1.2.2"
".packages","closure","","TRUE","FALSE","(all.available = FALSE, lib.loc = .lib.loc) ","base","1.2.2"
".path.package","closure","","TRUE","FALSE","(package = .packages(), quiet = FALSE) ","base","1.2.2"
".ps.prolog","character","","TRUE","FALSE","NA","base","1.2.2"
"/","builtin","","TRUE","NA","","base","1.2.2"
":","builtin","","TRUE","NA","","base","1.2.2"
