"name","type","class","exported","generic","args","package","Rversion"
"!","builtin","","TRUE","NA","","base","1.2.3"
"!=","builtin","","TRUE","NA","","base","1.2.3"
"$","special","","TRUE","NA","","base","1.2.3"
"$<-","special","","TRUE","NA","","base","1.2.3"
"%%","builtin","","TRUE","NA","","base","1.2.3"
"%*%","builtin","","TRUE","NA","","base","1.2.3"
"%/%","builtin","","TRUE","NA","","base","1.2.3"
"%in%","closure","","TRUE","FALSE","(x, table) ","base","1.2.3"
"%o%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", ...) ","base","1.2.3"
"%x%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", make.dimnames = FALSE, ...) ","base","1.2.3"
"&","builtin","","TRUE","NA","","base","1.2.3"
"&&","special","","TRUE","NA","","base","1.2.3"
"(","builtin","","TRUE","NA","","base","1.2.3"
"*","builtin","","TRUE","NA","","base","1.2.3"
"+","builtin","","TRUE","NA","","base","1.2.3"
"+.POSIXct","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.3"
"+.POSIXlt","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.3"
"-","builtin","","TRUE","NA","","base","1.2.3"
"-.POSIXct","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.3"
"-.POSIXlt","closure","","TRUE","FALSE","(e1, e2) ","base","1.2.3"
".Alias","builtin","","TRUE","NA","","base","1.2.3"
".AutoloadEnv","environment","","TRUE","FALSE","NA","base","1.2.3"
".C","builtin","","TRUE","NA","","base","1.2.3"
".Call","builtin","","TRUE","NA","","base","1.2.3"
".Call.graphics","builtin","","TRUE","NA","","base","1.2.3"
".Defunct","closure","","TRUE","FALSE","() ","base","1.2.3"
".Deprecated","closure","","TRUE","FALSE","(new) ","base","1.2.3"
".Device","character","","TRUE","FALSE","NA","base","1.2.3"
".Devices","pairlist","","TRUE","FALSE","NA","base","1.2.3"
".External","builtin","","TRUE","NA","","base","1.2.3"
".External.graphics","builtin","","TRUE","NA","","base","1.2.3"
".First","closure","","TRUE","FALSE","() ","base","1.2.3"
".Fortran","builtin","","TRUE","NA","","base","1.2.3"
".GlobalEnv","environment","","TRUE","FALSE","NA","base","1.2.3"
".Internal","special","","TRUE","NA","","base","1.2.3"
".Last.value","character","","TRUE","FALSE","NA","base","1.2.3"
".Library","character","","TRUE","FALSE","NA","base","1.2.3"
".Machine","list","","TRUE","FALSE","NA","base","1.2.3"
".NotYetImplemented","closure","","TRUE","FALSE","() ","base","1.2.3"
".NotYetUsed","closure","","TRUE","FALSE","(arg, error = TRUE) ","base","1.2.3"
".Options","pairlist","","TRUE","FALSE","NA","base","1.2.3"
".Pars","character","","TRUE","FALSE","NA","base","1.2.3"
".Pars.readonly","character","","TRUE","FALSE","NA","base","1.2.3"
".Platform","list","","TRUE","FALSE","NA","base","1.2.3"
".PostScript.Options","list","","TRUE","FALSE","NA","base","1.2.3"
".Primitive","builtin","","TRUE","NA","","base","1.2.3"
".leap.seconds","double","POSIXct","TRUE","FALSE","NA","base","1.2.3"
".lib.loc","character","","TRUE","FALSE","NA","base","1.2.3"
".packages","closure","","TRUE","FALSE","(all.available = FALSE, lib.loc = .lib.loc) ","base","1.2.3"
".path.package","closure","","TRUE","FALSE","(package = .packages(), quiet = FALSE) ","base","1.2.3"
".ps.prolog","character","","TRUE","FALSE","NA","base","1.2.3"
"/","builtin","","TRUE","NA","","base","1.2.3"
":","builtin","","TRUE","NA","","base","1.2.3"
"<","builtin","","TRUE","NA","","base","1.2.3"
"<-","special","","TRUE","NA","","base","1.2.3"
"<<-","special","","TRUE","NA","","base","1.2.3"
"<=","builtin","","TRUE","NA","","base","1.2.3"
"==","builtin","","TRUE","NA","","base","1.2.3"
">","builtin","","TRUE","NA","","base","1.2.3"
">=","builtin","","TRUE","NA","","base","1.2.3"
"Arg","builtin","","TRUE","NA","","base","1.2.3"
"C","closure","","TRUE","FALSE","(object, contr, how.many, ...) ","base","1.2.3"
"CRAN.packages","closure","","TRUE","FALSE","(CRAN = getOption(""CRAN""), method = ""auto"", contriburl = contrib.url(CRAN)) ","base","1.2.3"
"Conj","builtin","","TRUE","NA","","base","1.2.3"
"D","closure","","TRUE","FALSE","(expr, name) ","base","1.2.3"
"F","logical","","TRUE","FALSE","NA","base","1.2.3"
"GNOME","closure","","TRUE","FALSE","(display = """", width = 7, height = 7, pointsize = 12) ","base","1.2.3"
"GTK","closure","","TRUE","FALSE","(display = """", width = 7, height = 7, pointsize = 12) ","base","1.2.3"
"Gamma","closure","","TRUE","FALSE","(link = ""inverse"") ","base","1.2.3"
"Hershey","list","","TRUE","FALSE","NA","base","1.2.3"
"I","closure","","TRUE","FALSE","(x) ","base","1.2.3"
"IQR","closure","","TRUE","FALSE","(x, na.rm = FALSE) ","base","1.2.3"
