"name","type","class","exported","generic","args","package","Rversion"
"!","builtin","","TRUE","NA","","base","1.1.1"
"!=","builtin","","TRUE","NA","","base","1.1.1"
"$","special","","TRUE","NA","","base","1.1.1"
"$<-","special","","TRUE","NA","","base","1.1.1"
"%%","builtin","","TRUE","NA","","base","1.1.1"
"%*%","builtin","","TRUE","NA","","base","1.1.1"
"%/%","builtin","","TRUE","NA","","base","1.1.1"
"%in%","closure","","TRUE","FALSE","(x, table) ","base","1.1.1"
"%o%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", ...) ","base","1.1.1"
"%x%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", make.dimnames = FALSE, ...) ","base","1.1.1"
"&","builtin","","TRUE","NA","","base","1.1.1"
"&&","special","","TRUE","NA","","base","1.1.1"
"(","builtin","","TRUE","NA","","base","1.1.1"
"*","builtin","","TRUE","NA","","base","1.1.1"
"+","builtin","","TRUE","NA","","base","1.1.1"
"-","builtin","","TRUE","NA","","base","1.1.1"
".Alias","builtin","","TRUE","NA","","base","1.1.1"
".AutoloadEnv","environment","","TRUE","FALSE","NA","base","1.1.1"
".C","builtin","","TRUE","NA","","base","1.1.1"
".Call","builtin","","TRUE","NA","","base","1.1.1"
".Defunct","closure","","TRUE","FALSE","() ","base","1.1.1"
".Deprecated","closure","","TRUE","FALSE","(new) ","base","1.1.1"
".Device","character","","TRUE","FALSE","NA","base","1.1.1"
".Devices","pairlist","","TRUE","FALSE","NA","base","1.1.1"
".External","builtin","","TRUE","NA","","base","1.1.1"
".Fortran","builtin","","TRUE","NA","","base","1.1.1"
".GlobalEnv","environment","","TRUE","FALSE","NA","base","1.1.1"
".Internal","special","","TRUE","NA","","base","1.1.1"
".Last.value","character","","TRUE","FALSE","NA","base","1.1.1"
".Library","character","","TRUE","FALSE","NA","base","1.1.1"
".Machine","list","","TRUE","FALSE","NA","base","1.1.1"
".NotYetImplemented","closure","","TRUE","FALSE","() ","base","1.1.1"
".NotYetUsed","closure","","TRUE","FALSE","(x) ","base","1.1.1"
".Options","pairlist","","TRUE","FALSE","NA","base","1.1.1"
".Pars","character","","TRUE","FALSE","NA","base","1.1.1"
".Pars.readonly","character","","TRUE","FALSE","NA","base","1.1.1"
".Platform","list","","TRUE","FALSE","NA","base","1.1.1"
".PostScript.Options","list","","TRUE","FALSE","NA","base","1.1.1"
".Primitive","builtin","","TRUE","NA","","base","1.1.1"
".lib.loc","character","","TRUE","FALSE","NA","base","1.1.1"
".packages","closure","","TRUE","FALSE","(all.available = FALSE, lib.loc = .lib.loc) ","base","1.1.1"
".path.package","closure","","TRUE","FALSE","(package = .packages(), quiet = FALSE) ","base","1.1.1"
"/","builtin","","TRUE","NA","","base","1.1.1"
":","builtin","","TRUE","NA","","base","1.1.1"
"<","builtin","","TRUE","NA","","base","1.1.1"
"<-","special","","TRUE","NA","","base","1.1.1"
"<<-","special","","TRUE","NA","","base","1.1.1"
"<=","builtin","","TRUE","NA","","base","1.1.1"
"==","builtin","","TRUE","NA","","base","1.1.1"
">","builtin","","TRUE","NA","","base","1.1.1"
">=","builtin","","TRUE","NA","","base","1.1.1"
"Arg","builtin","","TRUE","NA","","base","1.1.1"
"C","closure","","TRUE","FALSE","(object, contr, how.many, ...) ","base","1.1.1"
"CRAN.packages","closure","","TRUE","FALSE","(CRAN = getOption(""CRAN""), method = ""auto"", contriburl = contrib.url(CRAN)) ","base","1.1.1"
"Conj","builtin","","TRUE","NA","","base","1.1.1"
