"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
".Depends","character","character","FALSE","FALSE","NA","KernSmooth","recommended","3.6.3",TRUE
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401L, range.x, truncate = TRUE) ","KernSmooth","recommended","3.6.3",FALSE
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51L, 51L), range.x, truncate = TRUE) ","KernSmooth","recommended","3.6.3",FALSE
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401L, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","recommended","3.6.3",FALSE
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, gridsize = 401L,     range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.6.3",FALSE
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, kernel = ""normal"",     canonical = FALSE, gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.6.3",FALSE
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.6.3",FALSE
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0L, degree, kernel = ""normal"", bandwidth,     gridsize = 401L, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","recommended","3.6.3",FALSE
".Depends","character","character","FALSE","FALSE","NA","MASS","recommended","3.6.3",TRUE
"Aids2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Animals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Boston","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Cars93","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Cushings","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"DDT","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Null","closure","function","TRUE","FALSE","(M) ","MASS","recommended","3.6.3",FALSE
"OME","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.6.3",FALSE
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","3.6.3",FALSE
