"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
".Depends","character","character","FALSE","FALSE","NA","KernSmooth","recommended","3.5.1", TRUE
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401L, range.x, truncate = TRUE) ","KernSmooth","recommended","3.5.1",FALSE
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51L, 51L), range.x, truncate = TRUE) ","KernSmooth","recommended","3.5.1",FALSE
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401L, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","recommended","3.5.1",FALSE
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, gridsize = 401L,     range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.5.1",FALSE
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, kernel = ""normal"",     canonical = FALSE, gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.5.1",FALSE
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.5.1",FALSE
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0L, degree, kernel = ""normal"", bandwidth,     gridsize = 401L, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","recommended","3.5.1",FALSE
".Depends","character","character","FALSE","FALSE","NA","MASS","recommended","3.5.1", TRUE
"Aids2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Animals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Boston","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Cars93","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Cushings","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"DDT","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Null","closure","function","TRUE","FALSE","(M) ","MASS","recommended","3.5.1",FALSE
"OME","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","3.5.1",FALSE
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.5.1",FALSE
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","3.5.1",FALSE
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","3.5.1",FALSE
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","3.5.1",FALSE
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","3.5.1",FALSE
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.5.1",FALSE
