"name","type","class","exported","generic","args","package","priority","Rversion"
"!                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"!=                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"$                         ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"$<-                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"%%                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"%*%                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"%/%                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"%in%                      ","closure    ","           ","TRUE","FALSE","(x, y)                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.63.3"
"%o%                       ","closure    ","           ","TRUE","FALSE","(X, Y, FUN = \""*\"", ...)                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.3"
"%x%                       ","closure    ","           ","TRUE","FALSE","(X, Y, FUN = \""*\"", make.dimnames = FALSE, ...)                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.3"
"&                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"&&                        ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"(                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"*                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"+                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
"-                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
".Alias                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
".AutoloadEnv              ","environment","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".C                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
".Defunct                  ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.3"
".Deprecated               ","closure    ","           ","TRUE","FALSE","(new)                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.3"
".Device                   ","character  ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Devices                  ","pairlist   ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Fortran                  ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
".GlobalEnv                ","environment","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Internal                 ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.3"
".Last.value               ","NULL       ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Library                  ","character  ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Machine                  ","list       ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".NotYetImplemented        ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.3"
".NotYetUsed               ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.3"
".Options                  ","pairlist   ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Pars                     ","character  ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Pars.readonly            ","character  ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".Platform                 ","list       ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".PostScript.Options       ","list       ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
".lib.loc                  ","character  ","           ","TRUE","FALSE","NA","base   ","NA","0.63.3"
