"name","type","class","exported","generic","args","package","priority","Rversion"
".Depends","character","character","FALSE","FALSE","NA","KernSmooth","recommended","3.1.3"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401L, range.x, truncate = TRUE) ","KernSmooth","recommended","3.1.3"
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51L, 51L), range.x, truncate = TRUE) ","KernSmooth","recommended","3.1.3"
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401L, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","recommended","3.1.3"
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, gridsize = 401L,     range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.1.3"
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, kernel = ""normal"",     canonical = FALSE, gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.1.3"
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.1.3"
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0L, degree, kernel = ""normal"", bandwidth,     gridsize = 401L, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","recommended","3.1.3"
".Depends","character","character","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Aids2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Animals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Boston","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Cars93","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Cushings","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"DDT","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Null","closure","function","TRUE","FALSE","(M) ","MASS","recommended","3.1.3"
"OME","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","3.1.3"
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.1.3"
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","3.1.3"
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","3.1.3"
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","3.1.3"
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","3.1.3"
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.1.3"
"cabbages","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"caith","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"cats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"cement","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"chem","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","3.1.3"
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE, sparse = FALSE) ","MASS","recommended","3.1.3"
"coop","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","3.1.3"
"cov.mcd","closure","function","TRUE","FALSE","(...) ","MASS","recommended","3.1.3"
"cov.mve","closure","function","TRUE","FALSE","(...) ","MASS","recommended","3.1.3"
"cov.rob","closure","function","TRUE","FALSE","(x, cor = FALSE, quantile.used = floor((n + p + 1)/2),     method = c(""mve"", ""mcd"", ""classical""), nsamp = ""best"", seed) ","MASS","recommended","3.1.3"
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","recommended","3.1.3"
"cpus","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"crabs","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"deaths","double","ts","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","3.1.3"
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","recommended","3.1.3"
"drivers","double","ts","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.1.3"
"eagles","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","recommended","3.1.3"
"epil","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, ...) ","MASS","recommended","3.1.3"
"farms","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","recommended","3.1.3"
"fgl","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","recommended","3.1.3"
"forbes","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"fractions","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","3.1.3"
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","recommended","3.1.3"
"galaxies","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.1.3"
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.1.3"
"gehan","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"genotype","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"geyser","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"gilgais","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.1.3"
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","recommended","3.1.3"
