"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
".First.lib","closure","function","TRUE","FALSE","(lib, pkg) ","KernSmooth","NA","1.4.1", TRUE
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401, range.x, truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51, 51), range.x, truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"blkest","closure","function","TRUE","FALSE","(x, y, Nval, q) ","KernSmooth","NA","1.4.1",FALSE
"cpblock","closure","function","TRUE","FALSE","(X, Y, Nmax, q) ","KernSmooth","NA","1.4.1",FALSE
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, gridsize = 401, range.x = range(x),     truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, kernel = ""normal"",     canonical = FALSE, gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"linbin","closure","function","TRUE","FALSE","(X, gpoints, truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"linbin2D","closure","function","TRUE","FALSE","(X, gpoints1, gpoints2) ","KernSmooth","NA","1.4.1",FALSE
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0, degree, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"rlbin","closure","function","TRUE","FALSE","(X, Y, gpoints, truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"sdiag","closure","function","TRUE","FALSE","(x, drv = 0, degree = 1, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
"sstdiag","closure","function","TRUE","FALSE","(x, drv = 0, degree = 1, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","NA","1.4.1",FALSE
".First.lib","closure","function","TRUE","FALSE","(lib, pkg) ","MASS","NA","1.4.1", TRUE
".rat","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000) ","MASS","NA","1.4.1", TRUE
"Math.fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","NA","1.4.1",FALSE
"Null","closure","function","TRUE","FALSE","(M) ","MASS","NA","1.4.1",FALSE
"Ops.fractions","closure","function","TRUE","FALSE","(e1, e2) ","MASS","NA","1.4.1",FALSE
"Shepard","closure","function","TRUE","FALSE","(d, x) ","MASS","NA","1.4.1",FALSE
"Summary.fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","NA","1.4.1",FALSE
"VRarima","closure","function","TRUE","FALSE","(x, order, seasonal = list(order = c(0, 0, 0), period = NA),     n.cond, ...) ","MASS","NA","1.4.1",FALSE
"[.fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","NA","1.4.1",FALSE
"[<-.fractions","closure","function","TRUE","FALSE","(x, ..., value) ","MASS","NA","1.4.1",FALSE
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","NA","1.4.1",FALSE
"addterm.default","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq""),     k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.4.1",FALSE
"addterm.glm","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.4.1",FALSE
"addterm.lm","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, ...) ","MASS","NA","1.4.1",FALSE
"addterm.mlm","closure","function","TRUE","FALSE","(object, ...) ","MASS","NA","1.4.1",FALSE
"addterm.negbin","closure","function","TRUE","FALSE","(object, ...) ","MASS","NA","1.4.1",FALSE
"addterm.survreg","closure","function","TRUE","FALSE","(object, ...) ","MASS","NA","1.4.1",FALSE
"anova.loglm","closure","function","TRUE","FALSE","(object, ..., test = c(""Chisq"", ""chisq"", ""LR"")) ","MASS","NA","1.4.1",FALSE
"anova.negbin","closure","function","TRUE","FALSE","(object, ..., test = ""Chisq"") ","MASS","NA","1.4.1",FALSE
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","NA","1.4.1",FALSE
"as.character.fractions","closure","function","TRUE","FALSE","(x) ","MASS","NA","1.4.1",FALSE
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","NA","1.4.1",FALSE
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","NA","1.4.1",FALSE
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","NA","1.4.1",FALSE
"biplot.bdr","closure","function","TRUE","FALSE","(obs, bivars, col, cex = rep(par(""cex""), 2), olab = NULL,     vlab = NULL, xlim = NULL, ylim = NULL, ...) ","MASS","NA","1.4.1",FALSE
"biplot.correspondence","closure","function","TRUE","FALSE","(obj, type = c(""symmetric"", ""rows"", ""columns""), ...) ","MASS","NA","1.4.1",FALSE
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","NA","1.4.1",FALSE
"boxcox.default","closure","function","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","NA","1.4.1",FALSE
"boxcox.formula","closure","function","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","NA","1.4.1",FALSE
"boxcox.lm","closure","function","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","NA","1.4.1",FALSE
"coef.fitdistr","closure","function","TRUE","FALSE","(object, ...) ","MASS","NA","1.4.1",FALSE
"coef.loglm","closure","function","TRUE","FALSE","(object, ...) ","MASS","NA","1.4.1",FALSE
"colMeans","closure","function","TRUE","FALSE","(x) ","MASS","NA","1.4.1",FALSE
"colSums","closure","function","TRUE","FALSE","(x) ","MASS","NA","1.4.1",FALSE
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","NA","1.4.1",FALSE
"confint","closure","function","TRUE","FALSE","(object, parm, level = 0.95, ...) ","MASS","NA","1.4.1",FALSE
"confint.glm","closure","function","TRUE","FALSE","(object, parm, level = 0.95, trace = FALSE, ...) ","MASS","NA","1.4.1",FALSE
