"name","type","class","exported","generic","args","package","Rversion"
".First.lib","closure","function","TRUE","FALSE","(lib, pkg) ","KernSmooth","1.6.0"
".packageName","character","character","TRUE","FALSE","NA","KernSmooth","1.6.0"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401, range.x, truncate = TRUE) ","KernSmooth","1.6.0"
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51, 51), range.x, truncate = TRUE) ","KernSmooth","1.6.0"
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","1.6.0"
"blkest","closure","function","TRUE","FALSE","(x, y, Nval, q) ","KernSmooth","1.6.0"
"cpblock","closure","function","TRUE","FALSE","(X, Y, Nmax, q) ","KernSmooth","1.6.0"
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, gridsize = 401, range.x = range(x),     truncate = TRUE) ","KernSmooth","1.6.0"
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, kernel = ""normal"",     canonical = FALSE, gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","1.6.0"
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","1.6.0"
"linbin","closure","function","TRUE","FALSE","(X, gpoints, truncate = TRUE) ","KernSmooth","1.6.0"
"linbin2D","closure","function","TRUE","FALSE","(X, gpoints1, gpoints2) ","KernSmooth","1.6.0"
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0, degree, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","1.6.0"
"rlbin","closure","function","TRUE","FALSE","(X, Y, gpoints, truncate = TRUE) ","KernSmooth","1.6.0"
"sdiag","closure","function","TRUE","FALSE","(x, drv = 0, degree = 1, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","1.6.0"
"sstdiag","closure","function","TRUE","FALSE","(x, drv = 0, degree = 1, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","1.6.0"
".First.lib","closure","function","TRUE","FALSE","(lib, pkg) ","MASS","1.6.0"
".packageName","character","character","TRUE","FALSE","NA","MASS","1.6.0"
".rat","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000) ","MASS","1.6.0"
"Math.fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","1.6.0"
"Null","closure","function","TRUE","FALSE","(M) ","MASS","1.6.0"
"Ops.fractions","closure","function","TRUE","FALSE","(e1, e2) ","MASS","1.6.0"
"Shepard","closure","function","TRUE","FALSE","(d, x) ","MASS","1.6.0"
"Summary.fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","1.6.0"
"[.fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","1.6.0"
"[<-.fractions","closure","function","TRUE","FALSE","(x, ..., value) ","MASS","1.6.0"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","1.6.0"
"addterm.default","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq""),     k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","1.6.0"
"addterm.glm","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","1.6.0"
"addterm.lm","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, ...) ","MASS","1.6.0"
"addterm.mlm","closure","function","TRUE","FALSE","(object, ...) ","MASS","1.6.0"
"addterm.negbin","closure","function","TRUE","FALSE","(object, ...) ","MASS","1.6.0"
