"name","type","class","exported","generic","args","package","priority","Rversion"
".Depends","character","character","FALSE","FALSE","NA","KernSmooth","recommended","3.6.2"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401L, range.x, truncate = TRUE) ","KernSmooth","recommended","3.6.2"
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51L, 51L), range.x, truncate = TRUE) ","KernSmooth","recommended","3.6.2"
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401L, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","recommended","3.6.2"
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, gridsize = 401L,     range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.6.2"
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2L, kernel = ""normal"",     canonical = FALSE, gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.6.2"
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401L, range.x = range(x), truncate = TRUE) ","KernSmooth","recommended","3.6.2"
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0L, degree, kernel = ""normal"", bandwidth,     gridsize = 401L, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","recommended","3.6.2"
".Depends","character","character","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Aids2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Animals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Boston","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Cars93","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Cushings","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"DDT","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Null","closure","function","TRUE","FALSE","(M) ","MASS","recommended","3.6.2"
"OME","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","3.6.2"
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","3.6.2"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","3.6.2"
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","3.6.2"
