"name","type","class","exported","S4generic","args","package","priority","Rversion"
"all.names                    ","closure    ","           ","TRUE","FALSE","(expr, functions = TRUE, max.names = 200, unique = FALSE)                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.99.0"
"all.vars                     ","closure    ","           ","TRUE","FALSE","(expr, functions = FALSE, max.names = 200, unique = TRUE)                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.99.0"
"anova                        ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.99.0"
"anova.glm                    ","closure    ","           ","TRUE","FALSE","(object, ..., test = NULL, na.action = na.omit)                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.99.0"
"anova.glm.null               ","closure    ","           ","TRUE","FALSE","(object, ..., test = NULL, na.action = na.omit)                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.99.0"
"anova.glmlist                ","closure    ","           ","TRUE","FALSE","(object, test = NULL, na.action = na.omit)                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.99.0"
"anova.lm                     ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.99.0"
"anova.lm.null                ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.99.0"
"anova.mlm                    ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.99.0"
"anovalist.lm                 ","closure    ","           ","TRUE","FALSE","(object, ..., test = NULL)                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.99.0"
"any                          ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.99.0"
"aov                          ","closure    ","           ","TRUE","FALSE","(formula, data = NULL, projections = FALSE, qr = TRUE,     contrasts = NULL, ...)                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.99.0"
"aperm                        ","closure    ","           ","TRUE","FALSE","(a, perm, resize = TRUE)                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"append                       ","closure    ","           ","TRUE","FALSE","(x, values, after = length(x))                                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.99.0"
"apply                        ","closure    ","           ","TRUE","FALSE","(X, MARGIN, FUN, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.99.0"
"approx                       ","closure    ","           ","TRUE","FALSE","(x, y = NULL, xout, method = \""linear\"", n = 50, yleft,     yright, rule = 1, f = 0)                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.99.0"
"approxfun                    ","closure    ","           ","TRUE","FALSE","(x, y = NULL, method = \""linear\"", yleft, yright, rule = 1,     f = 0)                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.99.0"
"apropos                      ","closure    ","           ","TRUE","FALSE","(what, where = FALSE, mode = \""any\"")                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.99.0"
"args                         ","closure    ","           ","TRUE","FALSE","(name)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.99.0"
"array                        ","closure    ","           ","TRUE","FALSE","(data = NA, dim = length(data), dimnames = NULL)                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"arrows                       ","closure    ","           ","TRUE","FALSE","(x0, y0, x1, y1, length = 0.25, angle = 30, code = 2,     col = par(\""fg\""), lty = NULL, lwd = par(\""lwd\""), xpd = FALSE)                                                                                                                                                                                                                                                                                              ","base   ","NA","0.99.0"
"as.array                     ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.call                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"as.char.or.expr              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.character                 ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.character.default         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.complex                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.complex.default           ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.data.frame                ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.AsIs           ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.character      ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.complex        ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.data.frame     ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.default        ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.factor         ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.integer        ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.list           ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.logical        ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.matrix         ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.model.matrix   ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.numeric        ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.ordered        ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.ts             ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.data.frame.vector         ","closure    ","           ","TRUE","FALSE","(x, row.names = NULL, optional = FALSE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.99.0"
"as.double                    ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.double.default            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.expression                ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.expression.default        ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.factor                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.formula                   ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.function                  ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.function.default          ","closure    ","           ","TRUE","FALSE","(l, envir = sys.frame(sys.parent()))                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.99.0"
"as.integer                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.integer.default           ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.list                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.list.data.frame           ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.list.default              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.logical                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.logical.default           ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.matrix                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.matrix.data.frame         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.matrix.default            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.matrix.noquote            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.name                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.null                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.null.default              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.numeric                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.ordered                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.pairlist                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.qr                        ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.real                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.single                    ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.99.0"
"as.single.default            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.ts                        ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.vector                    ","closure    ","           ","TRUE","FALSE","(x, mode = \""any\"")                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"as.vector.factor             ","closure    ","           ","TRUE","FALSE","(x, type = \""any\"")                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.99.0"
"asin                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"asinh                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"assign                       ","closure    ","           ","TRUE","FALSE","(x, value, pos = -1, envir = pos.to.env(pos), inherits = FALSE,     immediate = TRUE)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.99.0"
"atan                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"atan2                        ","closure    ","           ","TRUE","FALSE","(y, x)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.99.0"
"atanh                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"attach                       ","closure    ","           ","TRUE","FALSE","(what, pos = 2, name = deparse(substitute(what)))                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.99.0"
"attr                         ","closure    ","           ","TRUE","FALSE","(x, which)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.99.0"
"attr.all.equal               ","closure    ","           ","TRUE","FALSE","(target, current, ...)                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.99.0"
"attr<-                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"attributes                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"attributes<-                 ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.99.0"
"autoload                     ","closure    ","           ","TRUE","FALSE","(name, file)                                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.99.0"
