"name","type","class","exported","generic","args","package","Rversion"
"bkde","closure","function","TRUE","FALSE","(x, kernel = ""normal"", canonical = FALSE, bandwidth,     gridsize = 401, range.x, truncate = TRUE) ","KernSmooth","1.7.0"
"bkde2D","closure","function","TRUE","FALSE","(x, bandwidth, gridsize = c(51, 51), range.x, truncate = TRUE) ","KernSmooth","1.7.0"
"bkfe","closure","function","TRUE","FALSE","(x, drv, bandwidth, gridsize = 401, range.x, binned = FALSE,     truncate = TRUE) ","KernSmooth","1.7.0"
"dpih","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, gridsize = 401, range.x = range(x),     truncate = TRUE) ","KernSmooth","1.7.0"
"dpik","closure","function","TRUE","FALSE","(x, scalest = ""minim"", level = 2, kernel = ""normal"",     canonical = FALSE, gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","1.7.0"
"dpill","closure","function","TRUE","FALSE","(x, y, blockmax = 5, divisor = 20, trim = 0.01, proptrun = 0.05,     gridsize = 401, range.x = range(x), truncate = TRUE) ","KernSmooth","1.7.0"
"locpoly","closure","function","TRUE","FALSE","(x, y, drv = 0, degree, kernel = ""normal"", bandwidth,     gridsize = 401, bwdisc = 25, range.x, binned = FALSE, truncate = TRUE) ","KernSmooth","1.7.0"
"Aids2","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Animals","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Boston","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Cars93","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Cushings","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"DDT","double","numeric","TRUE","FALSE","NA","MASS","1.7.0"
"GAGurine","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Insurance","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"MASS.data.load","closure","function","TRUE","FALSE","(i) ","MASS","1.7.0"
"Melanoma","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Null","closure","function","TRUE","FALSE","(M) ","MASS","1.7.0"
"OME","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Pima.te","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Pima.tr","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Pima.tr2","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Rabbit","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Rubber","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"SP500","double","numeric","TRUE","FALSE","NA","MASS","1.7.0"
"Shepard","closure","function","TRUE","FALSE","(d, x) ","MASS","1.7.0"
"Sitka","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Sitka89","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Skye","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"Traffic","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"UScereal","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"UScrime","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"VA","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"abbey","double","numeric","TRUE","FALSE","NA","MASS","1.7.0"
"accdeaths","double","ts","TRUE","FALSE","NA","MASS","1.7.0"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","1.7.0"
"anorexia","list","data.frame","TRUE","FALSE","NA","MASS","1.7.0"
"anova.loglm","closure","function","TRUE","FALSE","(object, ..., test = c(""Chisq"", ""chisq"", ""LR"")) ","MASS","1.7.0"
"anova.negbin","closure","function","TRUE","FALSE","(object, ..., test = ""Chisq"") ","MASS","1.7.0"
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","1.7.0"
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","1.7.0"
"austres","double","ts","TRUE","FALSE","NA","MASS","1.7.0"
